epoch,step,test_f1,test_iou,test_loss,train_f1,train_iou,train_loss_epoch,train_loss_step,valid_f1,valid_iou,valid_loss
0,9,,,,,,,0.9304265975952148,,,
0,19,,,,,,,0.8306962847709656,,,
0,29,,,,,,,0.7155853509902954,,,
0,39,,,,,,,0.5265328288078308,,,
0,49,,,,,,,0.5702081918716431,,,
0,59,,,,,,,0.4016190767288208,,,
0,69,,,,,,,0.44818300008773804,,,
0,79,,,,,,,0.4770647883415222,,,
0,89,,,,,,,0.3761601746082306,,,
0,99,,,,,,,0.37147730588912964,,,
0,109,,,,,,,0.5132923126220703,,,
0,119,,,,,,,0.2850070595741272,,,
0,129,,,,,,,0.399397611618042,,,
0,139,,,,,,,0.2807135581970215,,,
0,149,,,,,,,0.29154595732688904,,,
0,159,,,,,,,0.28346601128578186,,,
0,169,,,,,,,0.3258140981197357,,,
0,179,,,,,,,0.2606247067451477,,,
0,189,,,,,,,0.2179204225540161,,,
0,199,,,,,,,0.2128387987613678,,,
0,201,,,,,,,,0.9403533935546875,0.8875868320465088,0.23850879073143005
0,201,,,,0.8420007824897766,0.7561067342758179,0.45395174622535706,,,,
1,209,,,,,,,0.20240086317062378,,,
1,219,,,,,,,0.1868598312139511,,,
1,229,,,,,,,0.17314624786376953,,,
1,239,,,,,,,0.26840347051620483,,,
1,249,,,,,,,0.19327585399150848,,,
1,259,,,,,,,0.2413865625858307,,,
1,269,,,,,,,0.3652094304561615,,,
1,279,,,,,,,0.24423378705978394,,,
1,289,,,,,,,0.16499580442905426,,,
1,299,,,,,,,0.11734572052955627,,,
1,309,,,,,,,0.1810324490070343,,,
1,319,,,,,,,0.23955203592777252,,,
1,329,,,,,,,0.2078929990530014,,,
1,339,,,,,,,0.13092242181301117,,,
1,349,,,,,,,0.18324005603790283,,,
1,359,,,,,,,0.16514219343662262,,,
1,369,,,,,,,0.19414371252059937,,,
1,379,,,,,,,0.1681293547153473,,,
1,389,,,,,,,0.22641906142234802,,,
1,399,,,,,,,0.16624104976654053,,,
1,403,,,,,,,,0.9498292803764343,0.9046230912208557,0.1722346842288971
1,403,,,,0.9415519833564758,0.8901544809341431,0.20774057507514954,,,,
2,409,,,,,,,0.13587376475334167,,,
2,419,,,,,,,0.15306909382343292,,,
2,429,,,,,,,0.15044894814491272,,,
2,439,,,,,,,0.1169000193476677,,,
2,449,,,,,,,0.17161399126052856,,,
2,459,,,,,,,0.20385615527629852,,,
2,469,,,,,,,0.14099906384944916,,,
2,479,,,,,,,0.14774340391159058,,,
2,489,,,,,,,0.15082445740699768,,,
2,499,,,,,,,0.16925905644893646,,,
2,509,,,,,,,0.14246118068695068,,,
2,519,,,,,,,0.0930241122841835,,,
2,529,,,,,,,0.1683349609375,,,
2,539,,,,,,,0.3722895085811615,,,
2,549,,,,,,,0.15245631337165833,,,
2,559,,,,,,,0.09758950769901276,,,
2,569,,,,,,,0.13745521008968353,,,
2,579,,,,,,,0.14934822916984558,,,
2,589,,,,,,,0.1170729398727417,,,
2,599,,,,,,,0.12081383168697357,,,
2,605,,,,,,,,0.9525671601295471,0.9097349047660828,0.16135115921497345
2,605,,,,0.9548559188842773,0.9139918088912964,0.15201036632061005,,,,
3,609,,,,,,,0.11320947855710983,,,
3,619,,,,,,,0.10590612888336182,,,
3,629,,,,,,,0.16343849897384644,,,
3,639,,,,,,,0.29370787739753723,,,
3,649,,,,,,,0.1075611412525177,,,
3,659,,,,,,,0.09842151403427124,,,
3,669,,,,,,,0.12823116779327393,,,
3,679,,,,,,,0.1329738348722458,,,
3,689,,,,,,,0.1559705138206482,,,
3,699,,,,,,,0.11693128198385239,,,
3,709,,,,,,,0.168852761387825,,,
3,719,,,,,,,0.13077706098556519,,,
3,729,,,,,,,0.10702977329492569,,,
3,739,,,,,,,0.1265174150466919,,,
3,749,,,,,,,0.15062694251537323,,,
3,759,,,,,,,0.1237659677863121,,,
3,769,,,,,,,0.10688954591751099,,,
3,779,,,,,,,0.18144012987613678,,,
3,789,,,,,,,0.11730058491230011,,,
3,799,,,,,,,0.10203901678323746,,,
3,807,,,,,,,,0.9517400860786438,0.9083565473556519,0.1553010791540146
3,807,,,,0.9628744721412659,0.9286314845085144,0.1201346144080162,,,,
4,809,,,,,,,0.15185514092445374,,,
4,819,,,,,,,0.12434715032577515,,,
4,829,,,,,,,0.05344279110431671,,,
4,839,,,,,,,0.09794935584068298,,,
4,849,,,,,,,0.08986032754182816,,,
4,859,,,,,,,0.09544539451599121,,,
4,869,,,,,,,0.06796453893184662,,,
4,879,,,,,,,0.09740079194307327,,,
4,889,,,,,,,0.09148202836513519,,,
4,899,,,,,,,0.2141423225402832,,,
4,909,,,,,,,0.09349784255027771,,,
4,919,,,,,,,0.09698174148797989,,,
4,929,,,,,,,0.09335675835609436,,,
4,939,,,,,,,0.0746522843837738,,,
4,949,,,,,,,0.12107352912425995,,,
4,959,,,,,,,0.11055251210927963,,,
4,969,,,,,,,0.09878481179475784,,,
4,979,,,,,,,0.07541152089834213,,,
4,989,,,,,,,0.06016441062092781,,,
4,999,,,,,,,0.10956138372421265,,,
4,1009,,,,,,,0.08908389508724213,,,
4,1009,,,,,,,,0.9559069871902466,0.9159117341041565,0.14365124702453613
4,1009,,,,0.9671463966369629,0.9365556836128235,0.10117464512586594,,,,
